1	щас	сейчас	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1885.5121885.737
2	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1885.7371885.962
3	начнут	начать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1885.9621886.187
4	спрашивать	спрашивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1886.1871886.412
5	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1886.4121886.637
6	когда	когда	SCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1886.6371886.862
7	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1886.8621887.087
8	будешь	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1887.0871887.312
9	рожать	рожать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1887.3121887.537
10	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1887.7621887.987
11	уже	уже	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1887.9871888.212
12	наверно	наверно	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1888.2121888.437
13	спрашивают	спрашивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1888.4371888.672
14	#смеется#	#смеется#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#1889.0771889.668
15	#смеется#	#смеется#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#1891.3091892.558
16	#смеется#	#смеется#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#1893.01893.569
17	#хмыкает#	#хмыкает#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#1894.8831895.215
18	поздно	поздно	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1901.1931901.471
19	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1901.4711901.749
20	да	да	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#1901.7491902.027
21	а	а	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1910.1611910.381
22	как	как	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1910.3811910.601
23	не	не	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#1910.6011910.821
24	озлобиться	озлобиться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@oc1983f-words#@oc1983f#1910.8211911.041
25	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1911.0411911.261
26	скажи	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1911.2611911.481
27	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1911.4811911.701
28	когда	когда	SCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1911.7011911.921
29	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1911.9211912.141
30	в	в	ADP	_	_	_	_	_	@oc1983f-words#@oc1983f#1912.1411912.361
31	центре	центр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1912.3611912.581
32	внимания	внимание	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1912.5811912.801
33	находишься	находиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@oc1983f-words#@oc1983f#1912.8011913.021
34	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1913.0211913.241
35	в	в	ADP	_	_	_	_	_	@oc1983f-words#@oc1983f#1913.2411913.461
36	центре	центр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1913.4611913.693
37	восхищения	восхищение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1913.9331914.272
38	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1914.2721914.611
39	и	и	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1914.6111914.95
40	зависти	зависть	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1914.951915.289
41	одновременно	одновременно	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1915.2891915.628
42	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1915.6281915.967
43	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1915.9671916.312
44	две	два	NUM	_	Case=Nom|Gender=Fem	_	_	_	@oc1983f-words#@oc1983f#1916.5991916.872
45	стороны	сторона	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1916.8721917.145
46	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1917.1451917.418
47	одного	один	DET	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1917.4181917.691
48	и	и	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1917.6911917.964
49	того	тот	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1917.9641918.237
50	же	же	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#1918.2371918.51
51	процесса	процесс	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1918.511918.783
52	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1918.7831919.056
53	когда	когда	SCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1919.0561919.329
54	на	на	ADP	_	_	_	_	_	@oc1983f-words#@oc1983f#1919.3291919.602
55	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1919.6021919.875
56	обращены	обратить	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@oc1983f-words#@oc1983f#1919.8751920.148
57	э	э	INTJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1920.5421920.755
58	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1920.7551920.968
59	десятки	десяток	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@oc1983f-words#@oc1983f#1920.9681921.181
60	тысяч	тысяча	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@oc1983f-words#@oc1983f#1921.1811921.394
61	глаз	глаз	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@oc1983f-words#@oc1983f#1921.3941921.607
62	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1921.6071921.82
63	и	и	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1921.821922.033
64	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1922.0331922.246
65	сама	сам	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1922.2461922.459
66	сказала	сказать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1922.4591922.672
67	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1922.6721922.885
68	зайдя	зайти	VERB	_	Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1922.8851923.098
69	сюда	сюда	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1923.0981923.311
70	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1923.3111923.524
71	камеры	камера	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1923.5241923.737
72	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1923.7371923.95
73	преследуют	преследовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1923.951924.163
74	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1924.1631924.376
75	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1924.3761924.589
76	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1924.5891924.802
77	снимают	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1924.8021925.015
78	опять	опять	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1925.0151925.228
79	о	о	ADP	_	_	_	_	_	@oc1983f-words#@oc1983f#1925.2281925.441
80	тебе	ты	PRON	_	Case=Loc|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1925.4411925.658
81	фильмы	фильм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@oc1983f-words#@oc1983f#1926.0741926.38
82	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1926.381926.686
83	интервью	интервью	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@oc1983f-words#@oc1983f#1926.6861926.992
84	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1926.9921927.298
85	программы	программа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@oc1983f-words#@oc1983f#1927.2981927.604
86	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1927.6041927.91
87	ток-шоу	ток-шоу	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@oc1983f-words#@oc1983f#1927.911928.216
88	как	как	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1934.7491934.897
89	остаться	остаться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@oc1983f-words#@oc1983f#1934.8971935.045
90	такой	такой	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1935.0451935.193
91	же	же	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#1935.1931935.341
92	доброй	добрый	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1935.3411935.489
93	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1935.4891935.637
94	как	как	SCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1935.6371935.785
95	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1935.7851935.933
96	?	?	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1935.9331936.087
97	#хмыкает#	#хмыкает#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#1966.0991966.361
98	важно	важный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@oc1983f-words#@oc1983f#1980.0951980.37
99	ли	ли	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#1980.371980.645
100	в	в	ADP	_	_	_	_	_	@oc1983f-words#@oc1983f#1980.6451980.92
101	твоей	твой	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1980.921981.195
102	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1981.1951981.47
103	молодой	молодой	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1981.471981.745
104	семье	семья	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1981.7451982.02
105	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1982.021982.295
106	что	что	SCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1982.2951982.57
107	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1982.571982.845
108	у	у	ADP	_	_	_	_	_	@oc1983f-words#@oc1983f#1982.8451983.12
109	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1983.121983.395
110	супруг	супруг	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1983.3951983.67
111	тоже	тоже	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#1983.671983.945
112	спортсмен	спортсмен	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1983.9451984.22
113	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1984.221984.495
114	и	и	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1984.4951984.77
115	что	что	SCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1984.771985.049
116	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@oc1983f-words#@oc1983f#1985.4661985.689
117	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1985.6891985.912
118	знает	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1985.9121986.135
119	тоже	тоже	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#1986.1351986.358
120	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1986.3581986.581
121	мир	мир	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1986.5811986.804
122	изнутри	изнутри	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1986.8041987.027
123	и	и	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#1987.0271987.25
124	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1987.251987.473
125	смог	смочь	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1987.4731987.696
126	бы	бы	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#1987.6961987.919
127	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1987.9191988.142
128	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1988.1421988.365
129	как	как	ADV	_	_	_	_	_	@oc1983f-words#@oc1983f#1988.3651988.588
130	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#1988.5881988.811
131	думаешь	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1988.8111989.034
132	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1989.0341989.257
133	понять	понять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#1989.2571989.48
134	кто-нибудь	кто-нибудь	PRON	_	Case=Nom	_	_	_	@oc1983f-words#@oc1983f#1989.481989.703
135	другой	другой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#1989.7031989.926
136	так	так	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#1989.9261990.149
137	же	же	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#1990.1491990.372
138	?	?	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#1990.3721990.616
139	м	м	INTJ	_	_	_	_	_	@oc1983f-words#@oc1983f#2001.0422001.313
140	ленточку	ленточка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2001.4832001.983
141	покрутить	покрутить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2001.9832002.483
142	#смеется#	#смеется#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#2005.192005.991
143	приобщила	приобщить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2012.6882012.958
144	еще	еще	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#2012.9582013.228
145	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2013.2282013.498
146	фанатский	фанатский	ADJ	_	Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2013.4982013.768
147	сектор	сектор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2013.7682014.038
148	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2014.0382014.308
149	увеличила	увеличить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2014.3082014.578
150	немножко	немножко	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#2014.5782014.849
151	#смеется#	#смеется#	X	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2014.9442015.822
152	жаловалась	жаловаться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@oc1983f-words#@oc1983f#2046.7522046.965
153	немножко	немножко	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#2046.9652047.178
154	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2047.1782047.391
155	ему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@oc1983f-words#@oc1983f#2047.3912047.604
156	наверно	наверно	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#2047.6042047.817
157	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2047.8172048.03
158	да	да	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#2048.032048.243
159	?	?	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2048.2432048.458
160	#смеется#	#смеется#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#2049.3022050.174
161	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@oc1983f-words#@oc1983f#2053.552053.806
162	хотел	хотеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2053.8062054.062
163	приехать	приехать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2054.0622054.318
164	и	и	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#2054.3182054.574
165	мм	мм	INTJ	_	_	_	_	_	@oc1983f-words#@oc1983f#2054.5742054.83
166	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2054.832055.086
167	растерзать	растерзать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2055.0862055.342
168	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@oc1983f-words#@oc1983f#2055.3422055.598
169	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2055.5982055.854
170	наверно	наверно	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#2055.8542056.11
171	#смеется#	#смеется#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#2056.3852059.082
172	#хмыкает#	#хмыкает#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#2071.2562071.522
173	#хмыкает#	#хмыкает#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#2097.4772097.727
174	#хмыкает#	#хмыкает#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#2103.4722103.899
175	да	да	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#2105.6042105.697
176	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2105.6972105.79
177	да	да	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#2105.792105.884
178	#смеется#	#смеется#	X	_	_	_	_	_	@oc1983f-words#@oc1983f#2108.6572109.762
179	абсолютно	абсолютно	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#2117.1352117.372
180	все	все	PRON	_	Animacy=Anim|Case=Nom|Number=Plur	_	_	_	@oc1983f-words#@oc1983f#2117.3722117.609
181	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2117.6092117.846
182	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2117.8462118.083
